,PL biogas CHP industrial 2023,PL biogas CHP public 2023,PL biogas production industrial 2023,PL biomass wood CHP industrial 2023,PL biomass wood CHP public 2023,PL hard coal CHP industrial 2023,PL hard coal CHP public 2023,PL natural gas CHP old industrial 2023,PL natural gas CHP old public 2023,PL other CHP industrial 2023
183,-33.6,-116.88600000000001,-86.39999999999999,-130.0,-139.45360000000002,-298.7,-1500.9984000000002,-785.2,-1012.4048,-275.0
184,-33.6,-119.47320000000002,-86.39999999999999,-130.0,-142.54032,-298.7,-1534.22208,-785.2,-1034.81376,-275.0
185,-33.6,-121.04400000000003,-86.39999999999999,-130.0,-144.41440000000003,-298.7,-1554.3936,-785.2,-1048.4192,-275.0
186,-33.6,-121.78320000000002,-86.39999999999999,-130.0,-145.29632,-298.7,-1563.88608,-785.2,-1054.82176,-275.0
187,-33.6,-120.6744,-86.39999999999999,-130.0,-143.97344,-298.7,-1549.64736,-785.2,-1045.2179199999998,-275.0
188,-33.6,-115.68480000000002,-86.39999999999999,-130.0,-138.02048000000002,-298.7,-1485.57312,-785.2,-1002.00064,-275.0
189,-33.6,-105.89040000000001,-86.39999999999999,-130.0,-126.33504000000002,-298.7,-1359.7977600000002,-785.2,-917.16672,-275.0
190,-33.6,-96.6504,-86.39999999999999,-130.0,-115.31104,-298.7,-1241.14176,-785.2,-837.13472,-275.0
191,-33.6,-74.19720000000002,-86.39999999999999,-130.0,-88.52272000000002,-298.7,-952.8076800000001,-785.2,-642.65696,-275.0
192,-33.6,-75.21360000000001,-86.39999999999999,-130.0,-89.73536000000001,-298.7,-965.8598400000001,-785.2,-651.46048,-275.0
193,-33.6,-75.58319999999999,-86.39999999999999,-130.0,-90.17631999999999,-298.7,-970.6060799999998,-785.2,-654.6617599999998,-275.0
194,-33.6,-77.9856,-86.39999999999999,-130.0,-93.04256000000001,-298.7,-1001.4566400000001,-785.2,-675.47008,-275.0
195,-33.6,-85.56240000000001,-86.39999999999999,-130.0,-102.08224000000001,-298.7,-1098.75456,-785.2,-741.09632,-275.0
