,PL biogas substrate supply 2023,PL biomass wood supply 2023,PL electricity final use 2023,PL hard coal supply 2023,PL hydro ROR 2023,PL lignite supply 2023,PL natural gas supply 2023,PL other fuel supply 2023,PL solar PV ground 2023,PL solar PV ground new,PL solar PV roof 2023,PL wind onshore 2023,PL wind onshore new,PL wind onshore old 2023
26,546.5463414619937,2521.255999998729,15976.0388128,20015.45218634324,276.0,12989.504107960704,4668.712666659197,808.82352941225,-0.0,-0.0,-0.0,216.34897625042242,613.973203559,383.5945440435729
27,558.5658536570844,2541.6079999987087,15958.4246575,20226.396186343027,276.0,12557.694127414108,4748.744666659069,808.82352941225,-0.0,-0.0,-0.0,219.80895929340556,623.792232539,389.79451492355804
28,586.611382112296,2589.095999998661,16169.7945205,20718.5988530092,276.0,12448.661491884039,4935.485999992104,808.82352941225,-0.0,-0.0,-0.0,219.80895929340363,623.792232539,389.79451492355577
29,660.1626016242999,2715.4479999985347,16751.0616438,22028.209519674558,276.0,12518.956838522554,5432.351333324642,808.82352941225,-0.0,-0.0,-0.0,202.4996737334311,574.670495694,358.7987754705846
30,660.1626016242999,2749.9999999985002,18353.9497717,22603.910853007314,276.0,16913.140147152528,5650.77199999096,808.82352941225,12.429948146249956,3.04464866991,14.6770414267,171.28392655959402,486.083840122,303.03236864870996
31,660.1626016242999,2749.9999999985002,20168.2077626,22410.545519674175,276.0,20811.36711039618,5577.40933332441,808.82352941225,336.07311485656555,82.3192908872,340.000508001,139.99227960068856,397.281789798,247.29929293078007
32,660.1626016242999,2742.5839999985074,21154.6004566,22309.468186340942,276.0,19257.442470701353,5539.060666657804,808.82352941225,998.5777212973853,244.59620894,1004.58523613,153.9090485926335,436.775959665,272.06543385373044
33,660.1626016242999,2727.3199999985227,21559.7260274,22151.2601863411,276.0,16088.805046342588,5479.0366666579,808.82352941225,1507.336862351333,369.214007275,1546.5028412,219.808959293489,623.792232539,389.79451492359067
34,656.9756097543896,2708.239999998542,21542.1118721,21953.500186341298,276.0,12423.377485954727,5404.006666658021,808.82352941225,1778.300896451075,435.585181045,1885.22529659,330.03366252031014,936.597105217,588.4108525414085
35,647.2097560958784,2691.703999998558,21700.6392694,21782.10818634147,276.0,9885.130402083472,5338.980666658124,808.82352941225,1898.2240556908243,464.959709908,2084.19675108,463.0726954741299,1314.14638905,831.0442290182251
36,642.452032518655,2683.6479999985663,21594.9543379,21698.609519674887,276.0,8012.240730107993,5307.301333324842,808.82352941225,1961.3894796849918,480.431738709,2204.2995512,594.6864990065137,1687.65103809,1074.3034894607144
37,638.6959349576891,2677.2879999985726,21718.2534247,21632.689519674954,276.0,8305.76494048543,5282.291333324882,808.82352941225,1721.5368752450618,421.681141269,1893.15535767,708.2638784184126,2009.97041538,1286.8863308007021
38,641.4504065023974,2681.951999998568,21242.6712329,21681.030853008237,276.0,6233.724628683033,5300.6319999915195,808.82352941225,1715.2314159946243,420.136653149,1869.3723737,771.2617936299707,2188.75116298,1405.8898122902792
39,644.2048780471057,2686.6159999985634,20837.5456621,21729.372186341523,276.0,7645.618912643057,5318.972666658156,808.82352941225,1431.828169634975,350.718561656,1569.99065493,711.587991476259,2019.40386116,1293.1459684805563
40,654.2211382096813,2703.5759999985466,20538.1050228,21905.158853008015,276.0,9039.911491224664,5385.665999991384,808.82352941225,904.601270753903,221.577185955,1035.23518835,684.968850174816,1943.86183747,1243.0803890640254
41,660.1626016242999,2715.871999998534,20908.0022831,22032.604186341217,276.0,12670.801916158962,5434.018666657973,808.82352941225,105.69674566971813,25.8898459891,125.060821283,837.2099453020442,2375.90433777,1531.317118124137
42,660.1626016242999,2718.8399999985313,22299.5205479,22063.366853007858,276.0,14237.217087519597,5445.689999991288,808.82352941225,-0.0,-0.0,-0.0,1019.8707604681745,2894.27446134,1883.3892357740788
43,660.1626016242999,2715.4479999985347,22334.7488584,22028.209519674558,276.0,10374.542020248939,5432.351333324642,808.82352941225,-0.0,-0.0,-0.0,1174.0983356479687,3331.95436072,2186.1924284539136
44,652.7186991852949,2701.031999998549,21594.9543379,21878.79085300804,276.0,8770.231544867305,5375.661999991399,808.82352941225,-0.0,-0.0,-0.0,1304.1247702163391,3700.95424112,2445.587595062468
45,628.9300812991779,1723.2520026914901,20326.7351598,21461.297522331795,276.0,5561.174245977107,5217.265333324986,808.82352941225,-0.0,-0.0,-0.0,1401.3917104600005,3976.98648967,2599.2686869063277
46,586.3609756082317,1651.1720026848338,19005.673516,20714.204188995904,276.0,5561.17424597053,4933.818666658773,808.82352941225,-0.0,-0.0,-0.0,1463.6666872200003,4153.71562213,1411.421002678866
47,548.5495934945087,1587.1480026843703,17702.2260274,20050.6095223291,276.0,5561.174245969049,4682.051333325842,808.82352941225,-0.0,-0.0,-0.0,1494.66362045,4241.68130919,319.62832345321783
48,445.3821138199803,1412.4600026843964,16662.9908676,18240.006855664044,276.0,5561.1742459687075,3995.1099999936087,808.82352941225,-0.0,-0.0,-0.0,1522.4807439099995,4320.62306642,75.71647529973598
49,450.39024390126804,1420.9400026568574,15940.8105023,18327.90018898112,276.0,5561.174245941,4028.4566666602213,808.82352941225,-0.0,-0.0,-0.0,1014.3583760661122,4373.13124082,0.0
