,PL battery large storage 2023,PL hydro PSH storage 2023
632,8.87249706955749e-06,1.1165637853259244e-05
633,8.872382590111927e-06,1.116555764684227e-05
634,8.872294085082911e-06,1.116550512420759e-05
635,8.872218622765201e-06,1.1165466927031483e-05
636,8.87218579289926e-06,1.1165472367039952e-05
637,8.872157706996353e-06,1.1165485314198055e-05
638,8.87212868007356e-06,1.1165500289540744e-05
639,8.87228038306081e-06,1.116569235819258e-05
640,26.7595573562868,330.4852656659027
641,27.403703256286143,428.95568804938927
642,27.400240685455362,376.42997061763015
643,27.999255641805075,348.19055395889393
644,27.95055211900702,237.85392559796978
645,8.872699579738424e-06,1.1165574453417552e-05
646,8.872736761522551e-06,1.1165386872783638e-05
647,8.872878242038222e-06,1.116530036990212e-05
648,8.87308146329494e-06,1.1165274237336174e-05
649,8.873205571941476e-06,1.1165172685039112e-05
650,8.873385442154493e-06,1.1165127948752768e-05
651,8.873634625893511e-06,1.1165153401822107e-05
652,8.873947451289415e-06,1.1165241747351513e-05
653,8.874226987601048e-06,1.1165297572969296e-05
654,8.874618620592167e-06,1.1165458543728804e-05
655,26.476992016420166,29.408785074322275
656,8.875901132673403e-06,1.1166062358259948e-05
657,8.875736179870413e-06,1.1165497439543542e-05
658,8.876075946847607e-06,1.116540605735879e-05
659,8.876438185443606e-06,1.1165330055700102e-05
660,8.876836779504141e-06,1.1165283047588777e-05
661,8.877351620909598e-06,1.116534142821848e-05
662,8.87781506348867e-06,1.1165343036955062e-05
663,8.878396226127733e-06,1.1165445538808205e-05
664,25.983043829969198,14.931034540159324
665,132.45514277658629,284.65358750555566
666,1.0788630442065e-05,1.1168886306238239e-05
667,1.3745701167834526e-05,1.1165690249662541e-05
668,1.9479474272702147e-05,1.1165526025477509e-05
669,4.0974123280667404e-05,1.1165393675248859e-05
670,-73.35640799871159,-1.798575212995042e-07
671,-133.80726523948704,-1.8064638873314825e-07
