,PL biogas substrate supply 2023,PL biomass wood supply 2023,PL electricity final use 2023,PL hard coal supply 2023,PL hydro ROR 2023,PL lignite supply 2023,PL natural gas supply 2023,PL other fuel supply 2023,PL solar PV ground 2023,PL solar PV roof 2023,PL wind onshore 2023,PL wind onshore old 2023
30,662.0596205944846,2949.9999999983,18353.9497717,21986.338112267193,276.0,19207.5772903228,5730.8039999908315,808.82352941225,12.429823766726855,14.6770414267,171.2822136555432,303.03236856585926
31,662.0596205944846,2949.9999999983,20168.2077626,22037.496523273883,276.0,22244.696969679,5647.4373333242975,808.82352941225,336.0697540965206,340.000508001,139.99087962752554,247.29929286609283
32,662.0596205944846,2949.9999999983,21154.6004566,21671.865479554064,276.0,22244.696969679,5595.749999991047,808.82352941225,998.5677355565095,1004.58523613,153.90750945351388,272.065433789081
33,662.0596205944846,2949.9999999983,21559.7260274,21442.62018634181,276.0,20102.78200813328,5512.383333324514,808.82352941225,1507.32178905132,1546.5028412,219.80676114354307,389.7945148408592
34,652.2710027083313,2949.9999999983,21542.1118721,21235.094260416092,276.0,17568.00057241035,5429.016666657981,808.82352941225,1778.2831135413205,1885.22529659,330.03036213554253,588.4108524588588
35,639.7324661229981,2949.9999999983,21700.6392694,21023.417815971858,276.0,16254.541735250632,5343.982666658117,808.82352941225,1898.2050735613198,2084.19675108,463.0680647115423,831.0442289358587
36,632.3568563669196,2949.9999999983,21594.9543379,20898.902260416427,276.0,14425.83303168857,5293.962666658197,808.82352941225,1961.36986602132,2204.2995512,594.6805522415422,1074.3034895018586
37,627.4397831962007,2949.9999999983,21718.2534247,20815.89189004614,276.0,15602.705762840156,5260.6159999915835,808.82352941225,1721.51966008132,1893.15535767,708.2567958905421,1286.8863308418586
38,627.4397831962007,2949.9999999983,21242.6712329,20815.89189004614,276.0,13701.2070405419,5260.6159999915835,808.82352941225,1715.2142638813198,1869.3723737,771.254081129542,1405.8898123318584
39,627.4397831962007,2949.9999999983,20837.5456621,20815.89189004614,276.0,14762.03616039355,5260.6159999915835,808.82352941225,1431.8138515313194,1569.99065493,711.5808757075422,1293.1459685218585
40,634.815392952279,2949.9999999983,20538.1050228,20940.40744560157,276.0,17122.249823519018,5310.635999991503,808.82352941225,904.5922247523199,1035.23518835,684.9620004735423,1243.0803889818585
41,637.2739295376385,2949.9999999983,20908.0022831,20981.912630786715,276.0,22026.416677094323,5327.30933332481,808.82352941225,105.69568863332356,125.060821283,837.2015732055451,1531.3171180418615
42,639.7324661229981,2949.9999999983,22299.5205479,21472.953983732146,276.0,22244.696969679,5343.982666658117,808.82352941225,-0.0,-0.0,1019.860561804525,1883.3892357100929
43,634.815392952279,2949.9999999983,22334.7488584,21289.705856363442,276.0,22244.696969679,5310.635999991503,808.82352941225,-0.0,-0.0,1174.0865947245247,2186.1924283900926
44,622.5227100254818,2949.9999999983,21594.9543379,20732.881519675855,276.0,20987.715842776768,5227.26933332497,808.82352941225,-0.0,-0.0,1304.1117290165425,2445.5875949818587
